Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-15,822849,2026-09-16T00:05:00Z,Scheduled,Globe Life Field,Boston Red Sox @ Texas Rangers,Away,663330,Jahmai Jones,Boston Red Sox,Texas Rangers,DH,R,No,,85,157,138,29,6,1,5,18,15,15,4,50,0.21,0.306,0.377,0.683,5,11,10,1,0,0.1,0.0,14,27,20,5,1,0.25,0.037,165,23,9.8,40.0,58.8,18.6,21.8,17.0,32.4,64.2,30.3,8.5,4.3,8.5,39.6,87.3,19.7,0.763,72.5,100.3,112.3,38.0,19.1,16.0,57.2,57.5,Average,3.5,Pull Power,A,Excellent HR swing plane,57.5,Average,1.021,Good,17.4,66.7,105.0,0.981,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,14.76,9.76,Strong positive regression,Average Pull Power profile. 9.8% barrel rate; 87.3 mph average exit velocity; 32.4% air-ball rate; 64.2% pull-air rate; 8.5% HR-launch rate.,0.0318,0.0319,4.05,10,5,27.6,0.36,36.2,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,,,,,,,,,50.0,0.0,,,Unknown,R,Unknown,50.0,0,,,,,0,0,0,,,,0,,,,0,0,0,0/0,,,,,0,0,0,50.0,Neutral Matchup,Average,50.0,0,,0,,,,,,,,,,,,,,,,Unknown,,Unknown,,No,104.0,1.04,1.0,57.2,1.0,1.0,64.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,50.0,50.0,94.2,57.2,45.0,59.4,8.5,1.029,1.0,1.0,1.0,1.021,1.021,1.0,12.31,10.7,55.4,25.4,F,Probable SP unavailable; Lineup unconfirmed,,,,,,
2,2026-09-15,824307,2026-09-16T00:40:00Z,Scheduled,Coors Field,San Diego Padres @ Colorado Rockies,Away,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,RF,R,No,,148,654,582,168,29,3,22,88,77,60,5,120,0.289,0.357,0.462,0.819,11,49,43,16,3,0.372,0.0612,25,112,104,34,9,0.327,0.0804,735,128,9.7,39.0,33.1,35.3,31.6,12.4,28.7,33.9,29.5,8.0,3.5,8.0,40.3,86.9,10.3,0.664,73.8,101.2,116.7,60.1,17.2,20.0,53.2,51.7,Average,3.0,Contact-First Profile,A,Excellent HR swing plane,51.7,Average,1.005,Good,11.7,42.1,102.3,0.752,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,59.04,37.04,Strong positive regression,Average Contact-First Profile profile. 9.7% barrel rate; 86.9 mph average exit velocity; 28.7% air-ball rate; 33.9% pull-air rate; 8.0% HR-launch rate.,0.0336,0.0334,4.15,0,0,26.5,0.0,0.0,Very recent HR,607536.0,Kyle Freeland,L,RHB vs LHP,23,23,124.1,6.37,1.46,24,1.74,7.46,2.03,744.0,6.7,28.4,16.5,44.5,29.4,84.1,97.1,113.3,0.595,24.0,60.2,100.0,0.638,12.7,4-Seam Fastball,R,RHB vs LHP,55.3,155,0.306,0.4,0.567,0.967,8,21,29,0.0516,8.5,0.645,401,0.0524,7.1,0.629,33,30,7,7/30,0.233,0.303,0.467,0.77,1,3,5,54.3,Neutral Matchup,Average,41.9,5,Pitch-level Statcast · last 5 MLB games,464,Knuckle Curve,23.70689655172414,110.0,Cutter,21.336206896551722,99.0,Sinker,20.905172413793103,97.0,4-Seam Fastball,15.948275862068966,74.0,Changeup,9.698275862068966,45.0,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.02,0.992,58.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,55.3,47.3,60.2,70.9,82.4,45.0,58.4,8.08,1.336,1.102,1.025,1.0,1.005,1.005,0.98,13.14,14.53,85.0,37.7,D+,Lineup unconfirmed,Sweeper,8.405172413793103,39.0,,,
3,2026-09-15,822683,2026-09-15T22:45:00Z,Scheduled,Nationals Park,Philadelphia Phillies @ Washington Nationals,Away,656941,Kyle Schwarber,Philadelphia Phillies,Washington Nationals,DH,L,No,,144,646,541,129,17,1,44,88,94,92,6,210,0.238,0.352,0.518,0.87,11,49,44,9,4,0.205,0.0816,25,115,100,20,7,0.2,0.0609,744,158,9.7,29.9,63.1,20.4,16.3,13.9,26.1,59.0,28.6,8.4,5.3,8.4,55.6,85.6,17.5,0.781,74.3,98.1,114.2,67.9,14.3,16.9,64.9,54.5,Average,3.0,Pull Power,A,Excellent HR swing plane,54.5,Average,1.013,Good,8.9,59.0,97.2,0.716,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,63.05,19.05,Strong positive regression,Average Pull Power profile. 9.7% barrel rate; 85.6 mph average exit velocity; 26.1% air-ball rate; 59.0% pull-air rate; 8.4% HR-launch rate.,0.0681,0.0625,4.15,16,4,12.3,1.3,130.1,Near normal interval,800600.0,Jackson Kent,L,LHB vs LHP,6,6,27.1,6.59,1.83,1,0.33,7.57,6.59,165.0,4.2,24.8,10.9,68.4,30.3,81.2,94.4,111.3,0.531,1.0,73.7,100.0,0.828,9.9,4-Seam Fastball,L,LHB vs LHP,55.3,235,0.268,0.379,0.525,0.904,14,32,66,0.0596,7.8,0.782,28,0.0,5.7,0.55,0,0,0,0/0,,,,,0,0,0,60.7,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,439,4-Seam Fastball,29.157175398633257,128.0,Changeup,21.4123006833713,94.0,Slider,16.62870159453303,73.0,Curveball,16.62870159453303,73.0,Sinker,16.173120728929383,71.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.047,0.967,65.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,55.3,36.0,73.7,63.7,50.0,45.0,57.1,7.53,1.063,0.952,0.985,1.0,1.013,1.013,1.0,23.48,14.93,85.0,41.6,D+,Lineup unconfirmed,,,,,,
4,2026-09-15,823654,2026-09-15T23:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,671277,Luis García Jr.,New York Yankees,Minnesota Twins,1B,L,No,,139,510,485,139,26,5,30,65,91,23,0,87,0.287,0.318,0.546,0.864,10,34,34,10,2,0.294,0.0588,24,90,86,28,6,0.326,0.0667,726,119,8.2,30.6,59.5,18.8,21.1,13.0,27.0,53.2,27.0,8.1,4.9,8.1,53.9,84.8,13.6,0.656,73.0,97.2,114.1,43.6,16.2,13.8,62.5,49.1,Average,3.0,Pull Power,A,Excellent HR swing plane,49.1,Average,0.997,Good,9.2,57.6,97.3,0.725,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,52.97,22.97,Strong positive regression,Average Pull Power profile. 8.2% barrel rate; 84.8 mph average exit velocity; 27.0% air-ball rate; 53.2% pull-air rate; 8.1% HR-launch rate.,0.0588,0.0537,4.15,11,3,16.2,0.68,68.0,Recently homered,641927.0,Bailey Ober,R,LHB vs RHP,22,22,117.2,4.28,1.25,18,1.38,6.5,2.6,692.0,6.5,25.6,17.3,52.0,29.2,83.0,95.8,115.5,0.554,18.0,58.9,100.0,0.707,8.6,Changeup,L,LHB vs RHP,53.9,424,0.298,0.328,0.586,0.913,27,19,71,0.0637,8.2,0.654,287,0.0418,6.7,0.554,2,1,0,0/1,0.0,0.5,0.0,0.5,0,1,0,54.0,Neutral Matchup,Average,45.5,5,Pitch-level Statcast · last 5 MLB games,445,4-Seam Fastball,31.910112359550563,142.0,Changeup,30.1123595505618,134.0,Slider,22.696629213483146,101.0,Sweeper,11.910112359550562,53.0,Sinker,2.247191011235955,10.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.018,0.99,62.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.9,47.2,58.9,64.6,50.0,45.0,56.5,7.31,1.064,1.045,1.025,1.03,0.997,1.027,1.0,20.48,14.73,84.2,38.6,D+,Lineup unconfirmed,Curveball,1.1235955056179776,5.0,,,
5,2026-09-15,824384,2026-09-15T22:40:00Z,Scheduled,Progressive Field,Chicago White Sox @ Cleveland Guardians,Away,691019,Kyle Teel,Chicago White Sox,Cleveland Guardians,C,L,No,,29,102,89,18,3,0,4,13,20,12,1,39,0.202,0.304,0.371,0.675,10,32,26,6,2,0.231,0.0625,10,32,26,6,2,0.231,0.0625,110,24,8.8,26.0,53.6,24.1,22.3,13.9,24.1,62.5,29.2,8.2,5.0,8.2,55.0,81.9,15.8,0.699,71.1,95.5,112.4,29.1,10.8,6.0,34.3,42.2,Below Average,2.5,Pull Power,A,Excellent HR swing plane,42.2,Below Average,0.978,Good,12.5,100.0,97.0,0.751,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.21,4.21,Strong positive regression,Below Average Pull Power profile. 8.8% barrel rate; 81.9 mph average exit velocity; 24.1% air-ball rate; 62.5% pull-air rate; 8.2% HR-launch rate.,0.0392,0.0353,4.05,14,6,22.2,0.63,62.9,Recently homered,656492.0,Foster Griffin,L,LHB vs LHP,29,29,162.2,3.65,1.18,23,1.27,8.08,2.38,912.0,5.0,22.5,13.4,39.3,33.9,81.4,94.2,119.0,0.546,23.0,87.7,94.0,0.959,15.9,Cutter,L,LHB vs LHP,41.7,22,0.19,0.227,0.19,0.418,0,1,9,0.0,0.0,0.467,182,0.0385,5.5,0.565,0,0,0,0/0,,,,,0,0,0,59.4,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,442,Cutter,34.61538461538461,153.0,4-Seam Fastball,16.5158371040724,73.0,Changeup,15.384615384615385,68.0,Sweeper,12.44343891402715,55.0,Sinker,9.728506787330316,43.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.075,0.975,58.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.7,32.3,87.7,71.2,50.0,45.0,56.3,7.25,1.308,1.027,0.985,1.0,0.978,0.978,1.0,13.55,12.11,61.8,28.4,F,Lineup unconfirmed,Curveball,5.882352941176471,26.0,Split-Finger,5.429864253393665,24.0
6,2026-09-15,822762,2026-09-15T23:07:00Z,Scheduled,Rogers Centre,Detroit Tigers @ Toronto Blue Jays,Away,814430,Brett Callahan,Detroit Tigers,Toronto Blue Jays,LF,L,No,,22,57,52,12,3,1,1,3,8,3,1,21,0.231,0.281,0.385,0.666,9,21,20,3,0,0.15,0.0,21,55,50,11,1,0.22,0.0182,71,68,8.6,25.7,49.4,25.3,25.3,11.4,22.4,48.8,31.9,7.2,2.9,7.2,16.7,83.4,19.7,0.721,71.1,96.4,111.0,36.7,14.3,9.4,26.8,41.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.1,Below Average,0.975,Good,8.8,46.7,96.7,0.719,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,5.04,4.04,Strong positive regression,Below Average Pull Power profile. 8.6% barrel rate; 83.4 mph average exit velocity; 22.4% air-ball rate; 48.8% pull-air rate; 7.2% HR-launch rate.,0.0175,0.0273,3.99,43,19,52.0,0.83,82.7,Near normal interval,680755.0,Braydon Fisher,R,LHB vs RHP,72,9,72.2,3.22,1.22,8,0.99,8.92,4.71,347.0,5.8,25.1,13.5,59.3,27.1,81.0,94.2,115.4,0.506,8.0,82.4,69.1,0.867,13.2,Slider,L,LHB vs RHP,43.4,52,0.229,0.269,0.396,0.665,1,3,21,0.0192,8.6,0.722,154,0.026,6.8,0.555,0,0,0,0/0,,,,,0,0,0,58.4,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,73,Curveball,39.726027397260275,29.0,Slider,38.35616438356164,28.0,4-Seam Fastball,20.54794520547945,15.0,Cutter,1.36986301369863,1.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.065,0.983,56.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,43.4,40.9,82.4,57.6,50.0,45.0,56.1,7.19,0.797,0.982,1.025,1.0,0.975,0.975,1.0,10.47,7.84,60.5,21.6,F,Small season sample; Lineup unconfirmed,,,,,,
7,2026-09-15,824384,2026-09-15T22:40:00Z,Scheduled,Progressive Field,Chicago White Sox @ Cleveland Guardians,Away,695657,Colson Montgomery,Chicago White Sox,Cleveland Guardians,SS,L,No,,142,600,533,109,23,0,31,68,84,52,13,209,0.205,0.29,0.422,0.712,12,50,42,3,2,0.071,0.04,25,105,90,15,5,0.167,0.0476,674,119,9.3,28.3,56.6,25.0,18.0,13.1,23.3,58.5,31.1,8.8,5.5,8.8,48.8,83.6,24.9,0.699,74.7,96.9,115.7,66.1,15.2,13.5,51.9,51.2,Average,3.0,Pull Power,A-,Elevated power plane,51.2,Average,1.003,Good,10.9,63.6,97.2,0.759,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,53.78,22.78,Strong positive regression,Average Pull Power profile. 9.3% barrel rate; 83.6 mph average exit velocity; 23.3% air-ball rate; 58.5% pull-air rate; 8.8% HR-launch rate.,0.0517,0.0484,4.05,27,8,17.2,1.57,157.0,Above normal drought,656492.0,Foster Griffin,L,LHB vs LHP,29,29,162.2,3.65,1.18,23,1.27,8.08,2.38,912.0,5.0,22.5,13.4,39.3,33.9,81.4,94.2,119.0,0.546,23.0,74.2,99.9,0.794,11.9,Cutter,L,LHB vs LHP,49.1,180,0.248,0.328,0.491,0.818,10,13,53,0.0556,7.3,0.648,182,0.0385,5.5,0.565,3,2,0,0/2,0.0,0.333,0.0,0.333,0,0,0,56.6,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,442,Cutter,34.61538461538461,153.0,4-Seam Fastball,16.5158371040724,73.0,Changeup,15.384615384615385,68.0,Sweeper,12.44343891402715,55.0,Sinker,9.728506787330316,43.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.048,0.975,63.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.1,32.3,74.2,68.2,50.0,45.0,56.0,7.12,0.959,1.027,0.985,1.0,1.003,1.003,1.035,18.2,12.34,85.0,36.3,D+,Lineup unconfirmed,Curveball,5.882352941176471,26.0,Split-Finger,5.429864253393665,24.0
8,2026-09-15,822762,2026-09-15T23:07:00Z,Scheduled,Rogers Centre,Detroit Tigers @ Toronto Blue Jays,Away,682985,Riley Greene,Detroit Tigers,Toronto Blue Jays,LF,L,No,,129,545,472,134,30,2,20,74,71,64,4,146,0.284,0.371,0.483,0.854,11,49,46,19,4,0.413,0.0816,12,53,50,19,4,0.38,0.0755,680,61,9.4,26.1,48.6,18.6,32.8,19.5,33.5,42.0,38.5,9.0,5.4,9.0,43.2,83.2,21.2,0.842,74.0,96.4,112.1,51.9,14.1,11.7,36.9,47.7,Below Average,3.0,Pull Power,A-,Elevated power plane,47.7,Below Average,0.994,Good,11.5,44.0,96.7,1.043,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,51.65,31.65,Strong positive regression,Below Average Pull Power profile. 9.4% barrel rate; 83.2 mph average exit velocity; 33.5% air-ball rate; 42.0% pull-air rate; 9.0% HR-launch rate.,0.0367,0.0358,4.15,5,1,23.6,0.21,21.2,Very recent HR,680755.0,Braydon Fisher,R,LHB vs RHP,72,9,72.2,3.22,1.22,8,0.99,8.92,4.71,347.0,5.8,25.1,13.5,59.3,27.1,81.0,94.2,115.4,0.506,8.0,78.3,98.4,1.016,11.2,Slider,L,LHB vs RHP,49.7,372,0.293,0.371,0.5,0.871,15,40,100,0.0403,9.4,0.768,154,0.026,6.8,0.555,1,1,0,0/1,0.0,0.0,0.0,0.0,0,0,1,59.3,Slight Hitter Advantage,Above average,47.5,5,Pitch-level Statcast · last 5 MLB games,73,Curveball,39.726027397260275,29.0,Slider,38.35616438356164,28.0,4-Seam Fastball,20.54794520547945,15.0,Cutter,1.36986301369863,1.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.057,0.983,57.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,49.7,40.9,78.3,61.0,50.0,45.0,55.9,7.11,1.35,0.982,1.025,1.0,0.994,0.994,0.98,14.06,12.42,81.2,34.3,D,Lineup unconfirmed,,,,,,
9,2026-09-15,823574,2026-09-15T23:10:00Z,Scheduled,Citi Field,Baltimore Orioles @ New York Mets,Away,691723,Coby Mayo,Baltimore Orioles,New York Mets,3B,R,No,,122,411,375,84,14,3,23,59,60,30,5,128,0.224,0.29,0.461,0.751,12,45,41,11,4,0.268,0.0889,24,93,84,23,8,0.274,0.086,509,119,9.3,29.8,46.1,27.3,26.6,16.7,26.9,52.6,31.8,10.5,7.1,10.5,56.6,83.7,22.9,0.763,74.3,98.2,115.7,57.9,15.6,13.4,46.3,54.4,Average,3.0,Pull Power,A-,Elevated power plane,54.4,Average,1.012,Good,10.1,50.0,97.6,0.876,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,40.81,17.81,Strong positive regression,Average Pull Power profile. 9.3% barrel rate; 83.7 mph average exit velocity; 26.9% air-ball rate; 52.6% pull-air rate; 10.5% HR-launch rate.,0.056,0.0505,4.05,12,3,16.3,0.74,73.6,Recently homered,640455.0,Sean Manaea,L,RHB vs LHP,30,16,133.1,4.79,1.34,21,1.42,8.51,2.77,811.0,5.7,23.3,14.9,48.8,30.8,81.3,94.4,114.6,0.6,21.0,43.3,100.0,0.582,7.0,4-Seam Fastball,R,RHB vs LHP,68.8,151,0.321,0.384,0.737,1.121,16,12,41,0.106,12.2,0.959,407,0.0393,6.1,0.606,0,0,0,0/0,,,,,0,0,0,56.1,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,428,4-Seam Fastball,37.61682242990654,161.0,Sweeper,29.672897196261683,127.0,Sinker,16.35514018691589,70.0,Cutter,9.11214953271028,39.0,Changeup,7.242990654205608,31.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.987,0.982,70.3,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,68.8,43.2,43.3,65.4,50.0,45.0,55.9,7.09,1.293,1.051,1.025,1.0,1.012,1.012,1.0,18.95,15.22,84.4,37.7,D+,Lineup unconfirmed,,,,,,
10,2026-09-15,823654,2026-09-15T23:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,700250,Ben Rice,New York Yankees,Minnesota Twins,DH,L,No,,143,616,533,140,22,3,38,96,92,75,6,150,0.263,0.359,0.529,0.888,10,44,36,15,3,0.417,0.0682,24,107,90,29,5,0.322,0.0467,738,119,8.1,29.1,52.1,22.8,25.1,17.5,30.1,42.4,30.3,9.4,5.3,9.4,59.9,84.9,15.4,0.693,70.8,96.9,110.7,22.5,13.3,6.3,53.2,41.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,41.1,Below Average,0.975,Good,6.7,35.9,96.0,0.674,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,52.36,14.36,Strong positive regression,Below Average Pull Power profile. 8.1% barrel rate; 84.9 mph average exit velocity; 30.1% air-ball rate; 42.4% pull-air rate; 9.4% HR-launch rate.,0.0617,0.0568,4.15,3,1,14.0,0.21,21.4,Very recent HR,641927.0,Bailey Ober,R,LHB vs RHP,22,22,117.2,4.28,1.25,18,1.38,6.5,2.6,692.0,6.5,25.6,17.3,52.0,29.2,83.0,95.8,115.5,0.554,18.0,69.9,100.0,0.777,10.6,Changeup,L,LHB vs RHP,60.0,408,0.262,0.368,0.562,0.93,28,57,94,0.0686,10.2,0.736,287,0.0418,6.7,0.554,0,0,0,0/0,,,,,0,0,0,61.5,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,445,4-Seam Fastball,31.910112359550563,142.0,Changeup,30.1123595505618,134.0,Slider,22.696629213483146,101.0,Sweeper,11.910112359550562,53.0,Sinker,2.247191011235955,10.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.04,0.99,57.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,60.0,47.2,69.9,41.4,50.0,45.0,54.6,6.67,1.012,1.045,1.025,1.03,0.975,1.004,0.98,21.56,14.23,85.0,38.2,D+,Lineup unconfirmed,Curveball,1.1235955056179776,5.0,,,
