Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
55,2026-08-13,823508,2026-08-13T17:35:00Z,Scheduled,Yankee Stadium,Seattle Mariners @ New York Yankees,Home,669224,Austin Wells,New York Yankees,Seattle Mariners,C,L,No,,85,273,239,43,6,0,8,25,17,30,2,71,0.18,0.276,0.305,0.581,10,26,23,8,1,0.348,0.0385,19,53,45,13,2,0.289,0.0377,338,59,4.7,29.5,52.8,24.1,22.8,17.3,28.4,46.5,29.7,7.2,4.1,7.2,58.0,83.6,19.2,0.553,71.0,96.2,109.0,24.4,14.2,8.3,52.0,35.5,Below Average,2.5,Pull Power,A,Excellent HR swing plane,35.5,Below Average,0.959,Good,5.1,47.4,96.6,0.589,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,15.89,7.89,Strong positive regression,Below Average Pull Power profile. 4.7% barrel rate; 83.6 mph average exit velocity; 28.4% air-ball rate; 46.5% pull-air rate; 7.2% HR-launch rate.,0.0293,0.0301,3.81,18,7,29.9,0.6,60.3,Recently homered,669302,Logan Gilbert,R,LHB vs RHP,23,23,139.1,3.42,1.0,19,1.23,9.37,2.07,718,5.6,24.0,15.2,47.7,31.5,82.8,95.0,115.2,0.561,19,27.1,99.8,0.485,3.8,4-Seam Fastball,L,LHB vs RHP,36.6,195,0.202,0.309,0.327,0.637,6,24,50,0.0308,5.5,0.586,313,0.0351,4.4,0.549,2,1,0,0/1,0.0,0.5,0.0,0.5,0,1,0,35.0,Slight Pitcher Advantage,Below average,45.5,5,Pitch-level Statcast · last 5 MLB games,475,4-Seam Fastball,40.421052631578945,192,Slider,31.789473684210527,151,Split-Finger,13.052631578947368,62,Sweeper,6.526315789473684,31.0,Changeup,4.631578947368421,22.0,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.954,0.981,46.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.6,41.4,27.1,49.6,64.4,45.0,43.5,4.54,1.106,1.021,1.025,0.94,0.959,0.902,1.0,11.0,7.71,75.7,22.9,F,Lineup unconfirmed,Cutter,2.3157894736842106,11.0,Sinker,1.263157894736842,6.0
56,2026-08-13,822776,2026-08-13T19:07:00Z,Scheduled,Rogers Centre,Boston Red Sox @ Toronto Blue Jays,Away,657136,Connor Wong,Boston Red Sox,Toronto Blue Jays,C,R,No,,60,184,158,39,10,0,3,17,19,16,5,44,0.247,0.333,0.367,0.7,7,21,20,3,1,0.15,0.0476,19,50,47,7,2,0.149,0.04,233,68,4.6,24.6,45.9,33.7,20.4,11.4,21.5,56.4,25.3,4.6,2.7,4.6,39.2,80.9,14.7,0.471,70.2,95.2,110.5,28.1,8.7,7.0,47.2,31.9,Weak,2.5,Pull Power,A,Excellent HR swing plane,31.9,Weak,0.949,Good,5.9,66.7,96.7,0.473,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.21,7.21,Strong positive regression,Weak Pull Power profile. 4.6% barrel rate; 80.9 mph average exit velocity; 21.5% air-ball rate; 56.4% pull-air rate; 4.6% HR-launch rate.,0.0163,0.0225,4.05,7,2,52.7,0.13,13.3,Very recent HR,453286,Max Scherzer,R,RHB vs RHP,9,9,36.0,7.25,1.53,11,2.75,6.75,3.75,273,5.9,20.5,12.8,59.0,33.7,81.0,93.6,111.5,0.585,11,26.8,99.9,0.472,4.3,4-Seam Fastball,R,RHB vs RHP,31.0,129,0.245,0.339,0.364,0.702,1,12,35,0.0078,3.1,0.458,53,0.0755,4.4,0.611,0,0,0,0/0,,,,,0,0,0,33.3,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,407,4-Seam Fastball,45.45454545454545,185,Slider,23.587223587223587,96,Changeup,17.444717444717444,71,Curveball,13.267813267813267,54.0,Cutter,0.2457002457002457,1.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.954,0.984,46.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,31.0,43.2,26.8,56.0,50.0,45.0,43.4,4.53,1.35,1.136,0.985,1.0,0.949,0.949,0.98,8.8,7.66,69.1,22.7,F,Lineup unconfirmed,,,,,,
57,2026-08-13,824561,2026-08-13T18:10:00Z,Scheduled,Rate Field,Cincinnati Reds @ Chicago White Sox,Home,695657,Colson Montgomery,Chicago White Sox,Cincinnati Reds,SS,L,No,,113,477,425,91,18,0,26,56,68,40,10,158,0.214,0.296,0.44,0.736,11,48,42,8,2,0.19,0.0417,22,96,84,16,3,0.19,0.0312,518,91,7.6,25.3,53.3,25.3,20.2,16.3,25.4,49.9,28.4,8.6,5.3,8.6,57.7,83.2,21.1,0.605,74.8,96.0,115.9,65.8,11.2,11.7,48.8,45.6,Below Average,3.0,Pull Power,A-,Elevated power plane,45.6,Below Average,0.988,Good,6.6,42.1,94.7,0.499,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.48,8.48,Strong positive regression,Below Average Pull Power profile. 7.6% barrel rate; 83.2 mph average exit velocity; 25.4% air-ball rate; 49.9% pull-air rate; 8.6% HR-launch rate.,0.0545,0.05,3.99,7,2,16.3,0.43,42.8,Recently homered,671096,Andrew Abbott,L,LHB vs LHP,24,24,128.2,3.92,1.39,17,1.19,6.92,4.27,720,4.4,24.0,14.0,34.4,30.0,82.5,94.6,113.0,0.528,17,33.3,99.5,0.514,5.4,4-Seam Fastball,L,LHB vs LHP,41.0,150,0.261,0.34,0.507,0.847,8,11,44,0.0533,6.7,0.622,153,0.0261,3.9,0.49,0,0,0,0/0,,,,,0,0,0,40.1,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,465,4-Seam Fastball,41.505376344086024,193,Changeup,22.795698924731184,106,Sweeper,18.49462365591398,86,Curveball,13.118279569892474,61.0,Cutter,4.086021505376344,19.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.967,0.969,57.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,41.0,26.6,33.3,44.3,50.0,45.0,43.0,4.49,0.896,1.014,0.985,1.0,0.988,0.988,1.0,18.5,9.46,84.7,28.3,F,Lineup unconfirmed,,,,,,
58,2026-08-13,823829,2026-08-13T17:10:00Z,Scheduled,loanDepot park,Pittsburgh Pirates @ Miami Marlins,Away,694378,Jacob Gonzalez,Pittsburgh Pirates,Miami Marlins,SS,L,No,,53,159,146,34,6,0,5,16,26,8,3,31,0.233,0.285,0.377,0.662,11,29,28,6,1,0.214,0.0345,22,61,59,13,3,0.22,0.0492,248,99,3.8,21.1,53.3,20.1,25.9,13.3,25.5,53.5,35.2,6.4,2.6,6.4,62.4,81.7,24.3,0.5,68.4,93.1,108.8,10.6,10.1,3.6,50.7,30.2,Weak,2.0,Pull Power,A-,Elevated power plane,30.2,Weak,0.945,Good,4.0,55.6,93.1,0.509,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.1,5.1,Strong positive regression,Weak Pull Power profile. 3.8% barrel rate; 81.7 mph average exit velocity; 25.5% air-ball rate; 53.5% pull-air rate; 6.4% HR-launch rate.,0.0314,0.0317,3.99,15,7,29.2,0.51,51.4,Recently homered,663969,Tyler Phillips,R,LHB vs RHP,29,13,93.1,3.47,1.36,12,1.16,6.75,3.76,473,5.9,32.6,16.5,39.9,29.8,84.6,97.6,112.9,0.532,12,41.2,100.0,0.582,6.0,Sinker,L,LHB vs RHP,33.8,131,0.244,0.277,0.398,0.675,5,6,26,0.0382,3.2,0.528,224,0.0268,5.8,0.547,0,0,0,0/0,,,,,0,0,0,39.6,Slight Pitcher Advantage,Below average,50.0,5,Pitch-level Statcast · last 5 MLB games,296,Sinker,26.013513513513512,77,Split-Finger,24.66216216216216,73,Sweeper,22.2972972972973,66,Curveball,16.89189189189189,50.0,4-Seam Fastball,9.121621621621621,27.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.982,0.984,46.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,33.8,39.5,41.2,44.7,39.2,45.0,42.8,4.48,1.119,1.01,1.025,1.0,0.945,0.945,1.0,12.06,7.86,68.2,22.3,F,Lineup unconfirmed,Slider,1.0135135135135136,3.0,,,
59,2026-08-13,824238,2026-08-13T17:10:00Z,Scheduled,Comerica Park,Cleveland Guardians @ Detroit Tigers,Away,682657,Angel Martínez,Cleveland Guardians,Detroit Tigers,LF,S,No,,81,297,277,67,16,1,12,33,43,8,5,67,0.242,0.275,0.437,0.712,10,39,36,13,1,0.361,0.0256,15,54,51,13,1,0.255,0.0185,424,51,6.0,22.4,51.4,26.7,21.9,13.9,28.9,60.2,33.3,8.6,7.5,8.6,45.9,80.6,13.9,0.562,68.6,93.6,109.5,16.5,11.2,5.1,50.6,37.4,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.4,Below Average,0.965,Good,7.8,72.2,92.4,0.59,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,24.14,12.14,Strong positive regression,Below Average Pull Power profile. 6.0% barrel rate; 80.6 mph average exit velocity; 28.9% air-ball rate; 60.2% pull-air rate; 8.6% HR-launch rate.,0.0404,0.038,3.99,13,3,23.1,0.56,56.3,Recently homered,672456,Keider Montero,R,Switch vs RHP,25,19,122.1,3.38,1.01,13,0.96,6.33,2.06,646,4.8,25.7,14.6,45.8,26.2,83.3,95.3,112.4,0.476,13,30.6,99.7,0.509,4.3,4-Seam Fastball,L,LHB vs RHP,37.9,192,0.225,0.266,0.433,0.699,9,6,50,0.0469,5.3,0.532,268,0.0299,5.5,0.52,3,3,2,2/3,0.667,0.667,0.667,1.334,0,0,0,38.5,Slight Pitcher Advantage,Below average,53.8,5,Pitch-level Statcast · last 5 MLB games,372,Sinker,25.537634408602152,95,4-Seam Fastball,24.731182795698924,92,Slider,23.9247311827957,89,Changeup,13.709677419354838,51.0,Knuckle Curve,12.096774193548388,45.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.961,0.973,50.5,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,37.9,34.6,30.6,51.8,50.0,45.0,42.8,4.47,0.836,0.978,1.035,1.0,0.965,0.965,1.0,14.32,7.44,77.5,23.7,F,Lineup unconfirmed,,,,,,
60,2026-08-13,824561,2026-08-13T18:10:00Z,Scheduled,Rate Field,Cincinnati Reds @ Chicago White Sox,Away,701398,Sal Stewart,Cincinnati Reds,Chicago White Sox,1B,R,No,,119,515,453,116,23,0,25,64,87,52,3,114,0.256,0.332,0.472,0.804,11,47,43,12,3,0.279,0.0638,24,101,90,23,6,0.256,0.0594,621,135,6.7,21.8,36.3,29.5,32.2,15.7,26.3,36.6,31.0,6.9,3.4,6.9,64.6,84.1,20.0,0.623,70.1,94.7,110.5,23.4,11.8,5.9,55.8,32.8,Weak,2.5,Contact-First Profile,A-,Elevated power plane,32.8,Weak,0.952,Good,5.2,42.4,93.2,0.613,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,35.77,10.77,Strong positive regression,Weak Contact-First Profile profile. 6.7% barrel rate; 84.1 mph average exit velocity; 26.3% air-ball rate; 36.6% pull-air rate; 6.9% HR-launch rate.,0.0485,0.0454,4.15,21,5,18.1,1.16,115.9,Near normal interval,663436,Davis Martin,R,RHB vs RHP,23,23,123.0,4.17,1.33,10,0.73,7.9,2.78,689,4.8,27.7,11.3,41.1,31.3,83.4,96.4,117.2,0.545,10,49.5,98.4,0.637,7.4,4-Seam Fastball,R,RHB vs RHP,36.9,387,0.245,0.313,0.464,0.776,19,35,84,0.0491,7.4,0.608,214,0.014,3.0,0.49,0,0,0,0/0,,,,,0,0,0,43.9,Neutral Matchup,Average,50.0,5,Pitch-level Statcast · last 5 MLB games,393,4-Seam Fastball,29.516539440203562,116,Sinker,21.374045801526716,84,Curveball,17.048346055979643,67,Cutter,11.195928753180661,44.0,Changeup,10.687022900763358,42.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.999,0.973,44.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,36.9,34.9,49.5,38.5,50.0,45.0,42.7,4.46,1.145,0.941,0.985,1.0,0.952,0.952,1.0,17.54,10.21,85.0,32.4,D,Lineup unconfirmed,Slider,10.178117048346056,40.0,,,
61,2026-08-13,823829,2026-08-13T17:10:00Z,Scheduled,loanDepot park,Pittsburgh Pirates @ Miami Marlins,Away,668804,Bryan Reynolds,Pittsburgh Pirates,Miami Marlins,LF,S,No,,122,530,447,118,28,2,15,80,63,73,8,129,0.264,0.375,0.436,0.811,12,52,46,11,0,0.239,0.0,25,108,97,19,1,0.196,0.0093,616,113,6.8,26.6,39.6,27.3,33.1,14.3,26.4,35.7,29.8,6.3,3.9,6.3,29.5,83.9,12.2,0.577,69.9,95.7,111.9,26.8,11.6,4.2,45.0,31.3,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,31.3,Weak,0.948,Good,8.0,35.5,94.6,0.53,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.96,19.96,Strong positive regression,Weak Contact-First Profile profile. 6.8% barrel rate; 83.9 mph average exit velocity; 26.4% air-ball rate; 35.7% pull-air rate; 6.3% HR-launch rate.,0.0283,0.029,4.15,53,14,29.8,1.78,177.9,Above normal drought,663969,Tyler Phillips,R,Switch vs RHP,29,13,93.1,3.47,1.36,12,1.16,6.75,3.76,473,5.9,32.6,16.5,39.9,29.8,84.6,97.6,112.9,0.532,12,45.1,100.0,0.591,7.5,Sinker,L,LHB vs RHP,35.6,355,0.256,0.38,0.42,0.8,9,53,89,0.0254,5.9,0.6,224,0.0268,5.8,0.547,5,4,1,1/4,0.25,0.4,0.25,0.65,0,1,1,40.4,Slight Pitcher Advantage,Below average,42.9,5,Pitch-level Statcast · last 5 MLB games,296,Sinker,26.013513513513512,77,Split-Finger,24.66216216216216,73,Sweeper,22.2972972972973,66,Curveball,16.89189189189189,50.0,4-Seam Fastball,9.121621621621621,27.0,Unknown,,Unknown,,No,94.0,0.94,1.0,39.2,0.99,0.984,44.4,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,35.6,39.5,45.1,40.9,39.2,45.0,42.5,4.44,0.758,1.01,1.035,1.0,0.948,0.948,1.035,11.49,6.17,85.0,28.9,F,Lineup unconfirmed,Slider,1.0135135135135136,3.0,,,
62,2026-08-13,823508,2026-08-13T17:35:00Z,Scheduled,Yankee Stadium,Seattle Mariners @ New York Yankees,Home,642708,Amed Rosario,New York Yankees,Seattle Mariners,3B,R,No,,70,198,183,42,5,1,10,23,28,12,0,51,0.23,0.273,0.432,0.705,6,17,16,3,1,0.188,0.0588,14,33,32,6,1,0.188,0.0303,265,52,5.0,21.2,36.9,38.9,24.2,10.8,24.3,33.1,31.0,4.1,2.9,4.1,60.8,81.7,20.2,0.585,72.2,94.1,110.8,33.0,8.4,6.3,43.7,27.9,Weak,2.0,Contact-First Profile,A-,Elevated power plane,27.9,Weak,0.938,Good,3.8,27.3,93.1,0.584,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,10.9,0.9,Near expected,Weak Contact-First Profile profile. 5.0% barrel rate; 81.7 mph average exit velocity; 24.3% air-ball rate; 33.1% pull-air rate; 4.1% HR-launch rate.,0.0505,0.0435,3.93,13,5,18.3,0.71,71.0,Recently homered,669302,Logan Gilbert,R,RHB vs RHP,23,23,139.1,3.42,1.0,19,1.23,9.37,2.07,718,5.6,24.0,15.2,47.7,31.5,82.8,95.0,115.2,0.561,19,37.6,99.8,0.581,4.3,4-Seam Fastball,R,RHB vs RHP,52.6,71,0.288,0.324,0.53,0.854,5,4,20,0.0704,6.2,0.676,238,0.0336,7.2,0.575,15,14,7,7/14,0.5,0.533,0.786,1.319,0,1,1,50.6,Neutral Matchup,Average,68.8,5,Pitch-level Statcast · last 5 MLB games,475,4-Seam Fastball,40.421052631578945,192,Slider,31.789473684210527,151,Split-Finger,13.052631578947368,62,Sweeper,6.526315789473684,31.0,Changeup,4.631578947368421,22.0,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.975,0.981,44.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,52.6,41.4,37.6,21.2,64.4,45.0,42.4,4.43,1.023,1.021,0.985,1.0,0.938,0.938,1.0,16.04,9.63,68.8,25.9,F,Lineup unconfirmed,Cutter,2.3157894736842106,11.0,Sinker,1.263157894736842,6.0
63,2026-08-13,823915,2026-08-14T02:10:00Z,Scheduled,UNIQLO Field at Dodger Stadium,Milwaukee Brewers @ Los Angeles Dodgers,Away,694192,Jackson Chourio,Milwaukee Brewers,Los Angeles Dodgers,LF,R,No,,87,393,357,98,20,0,17,58,48,33,2,95,0.275,0.338,0.473,0.811,13,56,47,13,4,0.277,0.0714,25,110,96,24,4,0.25,0.0364,504,130,7.3,28.3,28.1,39.9,31.7,14.0,25.1,23.9,27.9,9.3,4.3,9.3,44.7,84.6,16.3,0.671,72.4,96.6,111.6,39.6,13.4,12.0,63.0,35.6,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,35.6,Below Average,0.96,Good,7.7,21.2,96.6,0.696,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,31.04,14.04,Strong positive regression,Below Average Contact-First Profile profile. 7.3% barrel rate; 84.6 mph average exit velocity; 25.1% air-ball rate; 23.9% pull-air rate; 9.3% HR-launch rate.,0.0433,0.0406,4.15,11,3,21.0,0.52,52.4,Recently homered,808963,Roki Sasaki,R,RHB vs RHP,20,20,105.0,4.54,1.28,21,1.8,9.09,3.43,576,5.9,25.3,13.9,38.8,28.6,84.1,95.2,115.7,0.547,21,46.8,91.2,0.636,6.1,4-Seam Fastball,R,RHB vs RHP,50.9,285,0.267,0.323,0.462,0.785,12,20,68,0.0421,7.0,0.653,191,0.0576,7.2,0.57,3,3,2,2/3,0.667,0.667,1.333,2.0,0,0,1,50.1,Neutral Matchup,Average,53.8,5,Pitch-level Statcast · last 5 MLB games,442,4-Seam Fastball,38.914027149321264,172,Split-Finger,38.23529411764706,169,Slider,19.23076923076923,85,Forkball,3.6199095022624435,16.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.994,0.984,44.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.9,36.5,46.8,31.0,50.0,45.0,41.9,4.39,1.148,1.112,0.985,1.0,0.96,0.96,1.0,15.81,10.71,85.0,31.5,D,Lineup unconfirmed,,,,,,
64,2026-08-13,823995,2026-08-14T02:07:00Z,Scheduled,Angel Stadium,Texas Rangers @ Los Angeles Angels,Away,669394,Jake Burger,Texas Rangers,Los Angeles Angels,1B,R,No,,116,464,425,99,17,0,19,49,68,34,3,124,0.233,0.293,0.407,0.7,12,42,39,8,0,0.205,0.0,24,92,87,18,3,0.207,0.0326,528,99,7.1,30.1,46.4,27.4,25.7,16.6,27.1,51.9,25.1,6.6,3.6,6.6,48.4,84.1,18.3,0.519,74.4,97.4,113.4,61.3,11.4,13.9,59.3,44.2,Below Average,3.0,Pull Power,A,Excellent HR swing plane,44.2,Below Average,0.984,Good,8.1,44.4,96.8,0.461,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,33.36,14.36,Strong positive regression,Below Average Pull Power profile. 7.1% barrel rate; 84.1 mph average exit velocity; 27.1% air-ball rate; 51.9% pull-air rate; 6.6% HR-launch rate.,0.0409,0.0391,4.05,51,15,22.4,2.28,228.0,Very long drought,700712,Walbert Ureña,R,RHB vs RHP,21,19,101.2,2.83,1.29,6,0.53,8.59,4.87,515,2.7,21.7,11.8,36.0,25.4,81.8,94.0,114.6,0.405,6,42.4,99.7,0.591,6.2,Changeup,R,RHB vs RHP,28.8,353,0.226,0.283,0.391,0.675,14,24,93,0.0397,6.4,0.538,202,0.0149,2.2,0.399,5,4,0,0/4,0.0,0.2,0.0,0.2,0,1,3,35.3,Slight Pitcher Advantage,Below average,37.5,5,Pitch-level Statcast · last 5 MLB games,419,Changeup,31.026252983293556,130,Sinker,27.684964200477328,116,4-Seam Fastball,27.446300715990454,115,Sweeper,13.842482100238664,58.0,,,,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.985,0.952,52.0,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,28.8,21.1,42.4,54.0,50.0,45.0,41.9,4.38,0.827,0.909,0.985,1.0,0.984,0.984,1.06,14.92,7.35,84.4,31.3,D,Lineup unconfirmed,,,,,,
65,2026-08-13,824238,2026-08-13T17:10:00Z,Scheduled,Comerica Park,Cleveland Guardians @ Detroit Tigers,Home,693307,Dillon Dingler,Detroit Tigers,Cleveland Guardians,C,R,No,,111,471,424,113,23,2,26,65,80,29,13,103,0.267,0.33,0.514,0.844,11,55,51,13,4,0.255,0.0727,24,110,99,28,7,0.283,0.0636,617,137,6.0,24.1,44.2,28.2,27.4,13.9,26.8,47.7,30.5,8.8,6.3,8.8,77.2,82.0,15.9,0.651,70.2,94.4,110.3,13.8,12.8,4.5,52.2,37.1,Below Average,2.5,Pull Power,A,Excellent HR swing plane,37.1,Below Average,0.964,Good,5.1,42.4,91.9,0.616,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,34.17,8.17,Strong positive regression,Below Average Pull Power profile. 6.0% barrel rate; 82.0 mph average exit velocity; 26.8% air-ball rate; 47.7% pull-air rate; 8.8% HR-launch rate.,0.0552,0.0505,4.09,21,5,16.3,1.29,128.8,Near normal interval,800048,Parker Messick,L,RHB vs LHP,23,23,136.2,2.57,1.04,13,0.86,8.96,2.5,703,3.6,20.8,11.1,39.6,30.2,81.3,93.7,111.3,0.464,13,54.1,99.7,0.687,7.2,4-Seam Fastball,R,RHB vs LHP,29.8,140,0.248,0.307,0.408,0.715,4,10,35,0.0286,4.0,0.575,398,0.0251,4.0,0.482,2,2,1,1/2,0.5,0.5,1.0,1.5,0,0,0,42.8,Slight Pitcher Advantage,Below average,52.5,5,Pitch-level Statcast · last 5 MLB games,461,4-Seam Fastball,52.928416485900215,244,Changeup,22.99349240780911,106,Sinker,14.750542299349242,68,Curveball,6.073752711496746,28.0,Cutter,1.735357917570499,8.0,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.008,0.961,47.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,29.8,25.1,54.1,35.7,50.0,45.0,41.8,4.38,1.144,0.962,1.025,1.0,0.964,0.964,1.0,19.1,11.41,85.0,35.5,D,Lineup unconfirmed,Slider,1.5184381778741864,7.0,,,
