Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Barrels per PA,Barrels per PA %,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Effective Batter Side,Handedness Matchup,Handedness Matchup Score,Hitter Split PA,Hitter Split AVG,Hitter Split OBP,Hitter Split SLG,Hitter Split OPS,Hitter Split HR,Hitter Split BB,Hitter Split K,Hitter HR/PA vs Hand,Hitter Barrel % vs Hand,Hitter xSLG vs Hand,Pitcher Split PA Allowed,Pitcher HR/PA Allowed vs Side,Pitcher Barrel % Allowed vs Side,Pitcher xSLG Allowed vs Side,Career BvP PA,Career BvP AB,Career BvP H,Career BvP Results,Career BvP AVG,Career BvP OBP,Career BvP SLG,Career BvP OPS,Career BvP HR,Career BvP BB,Career BvP K,Hitter vs Pitcher Matchup Score,Hitter vs Pitcher Matchup Label,Hitter vs Pitcher Matchup Band,Career BvP Component Score,Recent Pitch Mix Games,Recent Pitch Mix Source,Recent Pitch Mix Total,Recent Pitch 1 Name,Recent Pitch 1 Usage %,Recent Pitch 1 Count,Recent Pitch 2 Name,Recent Pitch 2 Usage %,Recent Pitch 2 Count,Recent Pitch 3 Name,Recent Pitch 3 Usage %,Recent Pitch 3 Count,Recent Pitch 4 Name,Recent Pitch 4 Usage %,Recent Pitch 4 Count,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Hitter Power Primary Metric,Hitter Power Secondary Metric,Hitter Power Third Metric,Hitter Power Fourth Metric,Handedness Matchup Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Target Score Probability %,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality,Recent Pitch 5 Name,Recent Pitch 5 Usage %,Recent Pitch 5 Count,Recent Pitch 6 Name,Recent Pitch 6 Usage %,Recent Pitch 6 Count,Recent Pitch 7 Name,Recent Pitch 7 Usage %,Recent Pitch 7 Count
1,2026-09-14,823656,2026-09-14T23:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,592450,Aaron Judge,New York Yankees,Minnesota Twins,RF,R,No,,64,279,231,56,10,0,17,44,38,43,2,81,0.242,0.365,0.506,0.871,5,18,17,3,0,0.176,0.0,5,18,17,3,0,0.176,0.0,319,19,7.9,29.7,47.2,23.1,29.7,15.5,27.6,44.6,24.8,9.4,4.5,9.4,51.5,85.6,23.2,0.824,74.6,97.4,113.5,59.2,13.3,13.2,51.4,47.7,Below Average,3.0,Pull Power,A-,Elevated power plane,47.7,Below Average,0.994,Good,0.0,50.0,94.2,0.617,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,22.73,5.73,Strong positive regression,Below Average Pull Power profile. 7.9% barrel rate; 85.6 mph average exit velocity; 27.6% air-ball rate; 44.6% pull-air rate; 9.4% HR-launch rate.,0.0609,0.0522,4.15,39,11,13.6,2.87,287.0,Very long drought,665152,Dean Kremer,R,RHB vs RHP,14,14,71.2,5.65,1.3,16,2.01,8.67,3.14,374,5.9,22.5,17.6,55.8,32.4,81.7,93.9,109.9,0.606,16,91.5,99.8,1.172,17.7,4-Seam Fastball,R,RHB vs RHP,66.6,196,0.251,0.356,0.521,0.877,12,25,56,0.0612,10.6,0.901,117,0.0513,6.9,0.699,4,4,3,3/4,0.75,0.75,2.25,3.0,2,0,0,74.0,Strong Hitter Advantage,Above average,60.0,5,Pitch-level Statcast · last 5 MLB games,428,4-Seam Fastball,29.906542056074766,128,Split-Finger,22.897196261682243,98,Cutter,21.72897196261682,93,Curveball,12.616822429906541,54,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.083,0.984,61.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,66.6,44.3,91.5,40.5,50.0,45.0,59.1,8.38,0.857,1.146,0.985,1.0,0.994,0.994,1.06,19.96,14.29,73.4,44.5,C-,Lineup unconfirmed,Sinker,12.149532710280374,52.0,Slider,0.7009345794392523,3.0,,,
2,2026-09-14,824386,2026-09-14T22:40:00Z,Scheduled,Progressive Field,Chicago White Sox @ Cleveland Guardians,Away,808959,Munetaka Murakami,Chicago White Sox,Cleveland Guardians,1B,L,No,,114,496,408,84,14,0,31,75,65,84,3,174,0.206,0.345,0.468,0.813,12,49,44,5,2,0.114,0.0408,27,118,98,11,4,0.112,0.0339,454,108,9.4,31.6,55.0,22.1,22.3,18.1,25.2,51.6,25.6,6.8,3.7,6.8,60.3,86.0,21.5,0.709,72.5,98.5,113.4,45.8,9.8,9.4,43.1,47.7,Below Average,3.0,Pull Power,A-,Elevated power plane,47.7,Below Average,0.994,Good,6.5,59.1,96.8,0.556,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,36.42,5.42,Strong positive regression,Below Average Pull Power profile. 9.4% barrel rate; 86.0 mph average exit velocity; 25.2% air-ball rate; 51.6% pull-air rate; 6.8% HR-launch rate.,0.0625,0.0566,4.15,12,4,13.2,0.91,91.2,Near normal interval,668909,Gavin Williams,R,LHB vs RHP,29,29,169.0,3.78,1.09,27,1.44,12.14,2.82,822,6.0,26.4,12.4,38.3,29.8,83.3,95.3,116.0,0.631,27,70.7,98.9,0.801,9.8,Sweeper,L,LHB vs RHP,64.4,345,0.216,0.348,0.512,0.86,25,56,118,0.0725,12.5,0.801,409,0.0318,5.9,0.616,3,3,1,1/3,0.333,0.333,1.333,1.666,1,0,1,65.2,Slight Hitter Advantage,Above average,57.5,5,Pitch-level Statcast · last 5 MLB games,445,4-Seam Fastball,33.93258426966292,151,Curveball,28.314606741573034,126,Sweeper,26.96629213483146,120,Sinker,8.98876404494382,40,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.041,0.985,66.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,64.4,39.3,70.7,57.6,50.0,45.0,57.5,7.69,0.867,1.054,1.025,1.0,0.994,0.994,1.0,21.46,13.48,85.0,36.7,D+,Lineup unconfirmed,Cutter,1.797752808988764,8.0,,,,,,
3,2026-09-14,824386,2026-09-14T22:40:00Z,Scheduled,Progressive Field,Chicago White Sox @ Cleveland Guardians,Away,691019,Kyle Teel,Chicago White Sox,Cleveland Guardians,C,L,No,,28,97,85,17,2,0,4,12,18,11,1,36,0.2,0.299,0.365,0.664,9,27,22,5,2,0.227,0.0741,9,27,22,5,2,0.227,0.0741,106,20,9.4,28.0,54.7,21.4,24.0,14.9,26.1,59.8,31.9,8.7,5.3,8.7,54.2,82.4,16.1,0.718,70.9,96.1,112.4,28.4,11.7,6.5,33.1,44.2,Below Average,3.0,Pull Power,A,Excellent HR swing plane,44.2,Below Average,0.984,Good,15.0,100.0,98.8,0.807,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,8.34,4.34,Strong positive regression,Below Average Pull Power profile. 9.4% barrel rate; 82.4 mph average exit velocity; 26.1% air-ball rate; 59.8% pull-air rate; 8.7% HR-launch rate.,0.0412,0.0361,4.05,10,5,21.2,0.47,47.1,Recently homered,668909,Gavin Williams,R,LHB vs RHP,29,29,169.0,3.78,1.09,27,1.44,12.14,2.82,822,6.0,26.4,12.4,38.3,29.8,83.3,95.3,116.0,0.631,27,64.8,98.9,0.749,9.5,Sweeper,L,LHB vs RHP,54.5,71,0.21,0.31,0.435,0.745,4,8,26,0.0563,10.0,0.763,409,0.0318,5.9,0.616,3,3,0,0/3,0.0,0.0,0.0,0.0,0,0,1,55.7,Neutral Matchup,Average,42.5,5,Pitch-level Statcast · last 5 MLB games,445,4-Seam Fastball,33.93258426966292,151,Curveball,28.314606741573034,126,Sweeper,26.96629213483146,120,Sinker,8.98876404494382,40,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.03,0.985,63.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,54.5,39.3,64.8,80.4,50.0,45.0,56.9,7.48,1.35,1.054,1.025,1.0,0.984,0.984,1.0,13.85,12.95,61.1,29.5,F,Lineup unconfirmed,Cutter,1.797752808988764,8.0,,,,,,
4,2026-09-14,824308,2026-09-15T00:40:00Z,Scheduled,Coors Field,San Diego Padres @ Colorado Rockies,Away,701538,Jackson Merrill,San Diego Padres,Colorado Rockies,CF,L,No,,146,614,565,140,25,4,25,77,82,39,3,145,0.248,0.298,0.439,0.737,11,46,42,14,3,0.333,0.0652,25,107,97,26,6,0.268,0.0561,897,135,7.7,28.3,44.3,22.3,33.2,16.7,30.1,40.0,32.6,9.8,4.8,9.8,44.0,85.0,19.2,0.706,71.7,96.8,112.7,31.6,15.7,8.6,46.0,41.6,Below Average,2.5,Contact-First Profile,A,Excellent HR swing plane,41.6,Below Average,0.976,Good,10.4,37.5,99.1,0.796,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,61.6,36.6,Strong positive regression,Below Average Contact-First Profile profile. 7.7% barrel rate; 85.0 mph average exit velocity; 30.1% air-ball rate; 40.0% pull-air rate; 9.8% HR-launch rate.,0.0407,0.0393,4.05,4,1,22.6,0.18,17.7,Very recent HR,608372,Tomoyuki Sugano,R,LHB vs RHP,26,26,137.2,5.3,1.34,29,1.9,5.49,2.16,802,7.6,29.4,17.7,42.8,30.9,85.0,97.5,116.7,0.648,29,49.5,99.8,0.659,6.3,Split-Finger,L,LHB vs RHP,57.8,438,0.234,0.297,0.441,0.737,20,33,98,0.0457,6.9,0.683,332,0.0633,8.0,0.682,6,6,1,1/6,0.167,0.167,0.167,0.334,0,0,1,50.3,Neutral Matchup,Average,35.0,5,Pitch-level Statcast · last 5 MLB games,461,Split-Finger,22.125813449023862,102,4-Seam Fastball,21.0412147505423,97,Sinker,16.485900216919738,76,Curveball,11.062906724511931,51,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,0.999,1.001,56.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,57.8,51.8,49.5,57.3,82.4,45.0,56.0,7.14,1.222,1.128,1.025,1.0,0.976,0.976,0.98,14.98,14.31,85.0,36.1,D+,Lineup unconfirmed,Cutter,10.629067245119305,49.0,Sweeper,10.195227765726681,47.0,Slider,8.459869848156183,39.0
5,2026-09-14,823656,2026-09-14T23:40:00Z,Scheduled,Target Field,New York Yankees @ Minnesota Twins,Away,682987,Spencer Jones,New York Yankees,Minnesota Twins,RF,L,No,,76,246,219,58,12,1,9,31,34,24,1,87,0.265,0.339,0.452,0.791,11,45,38,15,1,0.395,0.0222,26,95,85,29,4,0.341,0.0421,315,123,7.1,27.7,47.1,24.9,28.1,13.3,27.8,41.2,37.1,5.5,3.2,5.5,42.1,85.9,20.7,0.805,75.4,97.4,113.9,63.5,14.7,11.6,40.6,44.0,Below Average,3.0,Contact-First Profile,A-,Elevated power plane,44.0,Below Average,0.983,Good,7.3,50.0,97.5,0.859,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,19.33,10.33,Strong positive regression,Below Average Contact-First Profile profile. 7.1% barrel rate; 85.9 mph average exit velocity; 27.8% air-ball rate; 41.2% pull-air rate; 5.5% HR-launch rate.,0.0366,0.0351,4.05,35,10,24.3,1.44,143.8,Above normal drought,665152,Dean Kremer,R,LHB vs RHP,14,14,71.2,5.65,1.3,16,2.01,8.67,3.14,374,5.9,22.5,17.6,55.8,32.4,81.7,93.9,109.9,0.606,16,75.4,99.8,1.034,9.7,4-Seam Fastball,L,LHB vs RHP,50.4,195,0.22,0.299,0.387,0.686,7,20,73,0.0359,7.1,0.774,184,0.0543,5.2,0.549,0,0,0,0/0,,,,,0,0,0,59.1,Slight Hitter Advantage,Above average,50.0,5,Pitch-level Statcast · last 5 MLB games,428,4-Seam Fastball,29.906542056074766,128,Split-Finger,22.897196261682243,98,Cutter,21.72897196261682,93,Curveball,12.616822429906541,54,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.051,0.984,56.6,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.4,44.3,75.4,58.9,50.0,45.0,55.9,7.11,0.955,1.146,1.025,1.0,0.983,0.983,1.035,13.47,10.99,77.2,33.7,D,Lineup unconfirmed,Sinker,12.149532710280374,52.0,Slider,0.7009345794392523,3.0,,,
6,2026-09-14,825034,2026-09-15T01:40:00Z,Scheduled,Chase Field,Miami Marlins @ Arizona Diamondbacks,Away,669065,Kyle Stowers,Miami Marlins,Arizona Diamondbacks,1B,L,No,,112,472,413,100,25,4,19,51,60,47,9,153,0.242,0.331,0.46,0.791,11,48,41,9,3,0.22,0.0625,18,73,62,15,3,0.242,0.0411,542,74,9.2,33.2,60.6,19.5,19.9,16.1,26.4,61.5,29.1,7.9,5.0,7.9,41.8,85.2,19.6,0.722,72.9,98.4,112.9,49.4,14.0,13.4,49.0,51.3,Average,3.0,Pull Power,A,Excellent HR swing plane,51.3,Average,1.004,Good,12.2,72.2,99.3,0.782,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.9,24.9,Strong positive regression,Average Pull Power profile. 9.2% barrel rate; 85.2 mph average exit velocity; 26.4% air-ball rate; 61.5% pull-air rate; 7.9% HR-launch rate.,0.0403,0.0386,4.05,25,7,21.7,1.15,115.0,Near normal interval,669203,Corbin Burnes,R,LHB vs RHP,1,1,3.0,0.0,1.33,0,0.0,6.0,6.0,21,4.8,23.8,23.8,50.0,33.3,84.3,95.9,106.7,0.445,0,59.3,100.0,0.676,10.3,Cutter,L,LHB vs RHP,53.8,361,0.252,0.344,0.49,0.835,17,37,119,0.0471,8.5,0.741,7,0.0,8.3,0.738,0,0,0,0/0,,,,,0,0,0,54.9,Neutral Matchup,Average,50.0,1,Pitch-level Statcast · last 5 MLB games,57,Cutter,56.14035087719298,32,Curveball,21.05263157894737,12,Changeup,10.526315789473685,6,Sinker,7.017543859649122,4,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.019,0.973,63.9,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,53.8,39.0,59.3,75.1,50.0,45.0,55.8,7.06,1.148,1.0,1.025,1.0,1.004,1.004,1.0,14.73,11.56,82.8,34.0,D,Lineup unconfirmed,Slider,5.2631578947368425,3.0,,,,,,
7,2026-09-14,824308,2026-09-15T00:40:00Z,Scheduled,Coors Field,San Diego Padres @ Colorado Rockies,Away,665487,Fernando Tatis Jr.,San Diego Padres,Colorado Rockies,RF,R,No,,147,649,577,167,29,3,21,87,75,60,5,119,0.289,0.358,0.459,0.817,11,49,43,17,4,0.395,0.0816,25,112,104,35,8,0.337,0.0714,731,132,9.6,38.4,33.3,34.3,32.4,12.6,28.7,33.5,29.8,7.9,3.5,7.9,40.3,86.8,10.6,0.658,74.0,100.9,116.7,60.2,17.0,19.9,53.4,51.1,Average,3.0,Contact-First Profile,A,Excellent HR swing plane,51.1,Average,1.003,Good,11.4,41.0,101.8,0.735,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,58.0,37.0,Strong positive regression,Average Contact-First Profile profile. 9.6% barrel rate; 86.8 mph average exit velocity; 28.7% air-ball rate; 33.5% pull-air rate; 7.9% HR-launch rate.,0.0324,0.0323,4.15,4,1,27.5,0.15,14.6,Very recent HR,608372,Tomoyuki Sugano,R,RHB vs RHP,26,26,137.2,5.3,1.34,29,1.9,5.49,2.16,802,7.6,29.4,17.7,42.8,30.9,85.0,97.5,116.7,0.648,29,46.0,99.8,0.587,8.1,Split-Finger,R,RHB vs RHP,42.8,491,0.28,0.341,0.423,0.764,13,39,90,0.0265,8.7,0.609,259,0.0309,7.2,0.606,6,6,0,0/6,0.0,0.0,0.0,0.0,0,0,1,42.4,Slight Pitcher Advantage,Below average,35.0,5,Pitch-level Statcast · last 5 MLB games,461,Split-Finger,22.125813449023862,102,4-Seam Fastball,21.0412147505423,97,Sinker,16.485900216919738,76,Curveball,11.062906724511931,51,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,0.992,1.001,54.7,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,42.8,51.8,46.0,68.1,82.4,45.0,55.5,6.97,1.35,1.128,0.985,1.0,1.003,1.003,0.98,12.74,13.38,85.0,35.8,D,Lineup unconfirmed,Cutter,10.629067245119305,49.0,Sweeper,10.195227765726681,47.0,Slider,8.459869848156183,39.0
8,2026-09-14,824629,2026-09-14T23:40:00Z,Scheduled,Wrigley Field,Atlanta Braves @ Chicago Cubs,Home,691718,Pete Crow-Armstrong,Chicago Cubs,Atlanta Braves,CF,L,No,,150,672,578,160,28,7,41,111,98,77,12,176,0.277,0.371,0.562,0.933,12,54,46,10,3,0.217,0.0556,26,122,108,30,14,0.278,0.1148,881,158,8.5,31.0,57.3,23.5,18.6,15.6,27.4,64.0,30.2,8.6,6.4,8.6,70.7,84.6,23.0,0.784,72.8,97.7,114.2,50.6,13.2,14.4,49.6,52.6,Average,3.0,Pull Power,A-,Elevated power plane,52.6,Average,1.007,Good,9.5,69.6,98.6,0.902,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,68.01,27.01,Strong positive regression,Average Pull Power profile. 8.5% barrel rate; 84.6 mph average exit velocity; 27.4% air-ball rate; 64.0% pull-air rate; 8.6% HR-launch rate.,0.061,0.0566,4.17,20,5,14.1,1.42,141.9,Above normal drought,625643,Reynaldo López,R,LHB vs RHP,25,12,76.1,4.13,1.39,11,1.3,8.37,3.77,438,4.3,21.0,14.2,39.3,31.5,81.6,93.5,114.5,0.569,11,65.4,99.8,0.765,8.9,4-Seam Fastball,L,LHB vs RHP,56.9,453,0.272,0.365,0.581,0.946,30,54,114,0.0662,9.2,0.778,186,0.0323,4.7,0.592,1,0,0,0/0,0.0,1.0,0.0,1.0,0,1,0,58.6,Slight Hitter Advantage,Above average,50.4,5,Pitch-level Statcast · last 5 MLB games,419,4-Seam Fastball,53.69928400954654,225,Slider,32.21957040572792,135,Curveball,9.785202863961814,41,Changeup,4.2959427207637235,18,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.031,0.968,64.8,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,56.9,29.6,65.4,67.9,50.0,45.0,54.1,6.51,1.149,1.032,1.025,1.03,1.007,1.037,1.035,21.58,15.89,85.0,44.6,C-,Lineup unconfirmed,,,,,,,,,
9,2026-09-14,825034,2026-09-15T01:40:00Z,Scheduled,Chase Field,Miami Marlins @ Arizona Diamondbacks,Away,681715,Heriberto Hernández,Miami Marlins,Arizona Diamondbacks,LF,R,No,,118,450,399,90,16,1,24,47,63,46,4,122,0.226,0.311,0.451,0.762,12,55,48,9,2,0.188,0.0364,26,117,99,21,7,0.212,0.0598,487,126,9.9,30.3,55.4,28.6,16.0,18.7,29.2,60.9,28.8,10.7,7.6,10.7,52.2,85.5,15.1,0.71,71.6,97.7,113.3,39.2,14.5,10.9,60.9,52.5,Average,3.0,Pull Power,A,Excellent HR swing plane,52.5,Average,1.007,Good,11.1,72.2,97.8,0.731,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,43.41,19.41,Strong positive regression,Average Pull Power profile. 9.9% barrel rate; 85.5 mph average exit velocity; 29.2% air-ball rate; 60.9% pull-air rate; 10.7% HR-launch rate.,0.0533,0.0488,4.05,25,6,16.6,1.5,150.4,Above normal drought,669203,Corbin Burnes,R,RHB vs RHP,1,1,3.0,0.0,1.33,0,0.0,6.0,6.0,21,4.8,23.8,23.8,50.0,33.3,84.3,95.9,106.7,0.445,0,52.1,100.0,0.612,9.9,Cutter,R,RHB vs RHP,50.0,291,0.219,0.302,0.419,0.722,14,29,88,0.0481,8.3,0.65,6,0.0,0.0,0.079,0,0,0,0/0,,,,,0,0,0,50.7,Neutral Matchup,Average,50.0,1,Pitch-level Statcast · last 5 MLB games,57,Cutter,56.14035087719298,32,Curveball,21.05263157894737,12,Changeup,10.526315789473685,6,Sinker,7.017543859649122,4,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.004,0.973,63.2,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,50.0,39.0,52.1,69.9,50.0,45.0,53.9,6.47,0.984,1.0,0.985,1.0,1.007,1.007,1.035,18.36,11.72,85.0,35.8,D,Lineup unconfirmed,Slider,5.2631578947368425,3.0,,,,,,
10,2026-09-14,824465,2026-09-14T22:40:00Z,Scheduled,Great American Ball Park,Los Angeles Dodgers @ Cincinnati Reds,Home,682829,Elly De La Cruz,Cincinnati Reds,Los Angeles Dodgers,SS,S,No,,130,581,514,146,28,5,26,91,71,62,2,160,0.284,0.361,0.51,0.871,11,48,44,19,5,0.432,0.1042,27,120,108,39,6,0.361,0.05,615,133,11.0,34.8,40.4,30.0,28.2,14.4,28.7,32.4,32.2,8.4,4.1,8.4,40.3,87.0,13.3,0.797,74.6,100.6,117.4,57.1,17.3,15.5,51.2,52.6,Average,3.0,Balanced Power,A,Excellent HR swing plane,52.6,Average,1.007,Good,13.5,33.3,101.9,0.925,Derived proxy,Derived proxy,Derived proxy,Derived proxy,,,54.71,28.71,Strong positive regression,Average Balanced Power profile. 11.0% barrel rate; 87.0 mph average exit velocity; 28.7% air-ball rate; 32.4% pull-air rate; 8.4% HR-launch rate.,0.0448,0.0426,4.09,13,3,19.8,0.66,65.8,Recently homered,669373,Tarik Skubal,L,Switch vs LHP,23,23,139.2,2.84,0.97,13,0.84,10.57,1.55,706,3.8,21.1,12.0,40.0,31.9,81.1,92.9,114.0,0.502,13,73.2,100.0,0.798,11.2,4-Seam Fastball,R,RHB vs LHP,51.6,165,0.352,0.418,0.662,1.08,10,17,43,0.0606,12.2,0.732,421,0.0214,3.9,0.5,6,6,1,1/6,0.167,0.167,0.667,0.834,1,0,2,59.8,Slight Hitter Advantage,Above average,54.8,5,Pitch-level Statcast · last 5 MLB games,494,4-Seam Fastball,41.902834008097166,207,Changeup,28.74493927125506,142,Slider,13.96761133603239,69,Sinker,9.31174089068826,46,Unknown,,Unknown,,No,112.0,1.12,1.0,71.6,1.046,0.963,59.1,Current-Season Handedness Matchup,Pull Air %,Barrel %,Max Exit Velocity,51.6,25.8,73.2,66.0,71.6,45.0,53.8,6.43,1.295,0.958,1.035,1.0,1.007,1.007,1.0,16.3,13.93,85.0,37.5,D+,Lineup unconfirmed,Curveball,6.0728744939271255,30.0,,,,,,
