Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
11,2026-07-30,823271,2026-07-31T01:40:00Z,Scheduled,Petco Park,San Francisco Giants @ San Diego Padres,Home,664034,Ty France,San Diego Padres,San Francisco Giants,1B,R,No,,82,282,256,73,13,2,16,33,46,13,9,65,0.285,0.338,0.539,0.877,12,53,50,18,5,0.36,0.0943,21,92,84,27,6,0.321,0.0652,31,31,3.2,29.0,42.1,26.3,31.6,16.1,35.5,54.5,32.3,3.2,3.2,3.2,100.0,88.6,18.0,0.597,71.0,28.8,Weak,2.0,Pull Power,A,Excellent HR swing plane,28.8,Weak,0.941,Good,1.22,-14.78,Strong negative regression,Weak Pull Power profile. 3.2% barrel rate; 88.6 mph average exit velocity; 35.5% air-ball rate; 54.5% pull-air rate; 3.2% HR-launch rate.,0.0567,0.0494,4.09,20,5,16.0,1.25,125.0,Near normal interval,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.258,1.0,1.0,1.03,0.941,0.969,1.0,18.7,22.42,69.5,51.3,C,Probable SP unavailable; Lineup unconfirmed
12,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Away,671277,Luis García Jr.,Washington Nationals,Atlanta Braves,1B,L,No,,101,362,345,97,18,4,22,47,74,16,0,58,0.281,0.312,0.548,0.86,11,43,42,11,2,0.262,0.0465,21,85,81,23,6,0.284,0.0706,42,42,14.3,21.4,73.7,15.8,10.5,9.5,19.0,100.0,21.4,11.9,9.5,11.9,33.3,80.2,6.8,0.683,73.4,46.8,Below Average,3.0,Pull Power,C,Low line-drive plane,46.8,Below Average,0.991,Good,4.94,-17.06,Strong negative regression,Below Average Pull Power profile. 14.3% barrel rate; 80.2 mph average exit velocity; 19.0% air-ball rate; 100.0% pull-air rate; 11.9% HR-launch rate.,0.0608,0.0536,4.15,4,1,15.7,0.26,25.5,Very recent HR,656550.0,Grant Holmes,R,LHB vs RHP,20,19,97.1,3.79,1.36,15,1.39,7.67,3.98,1.028,1.046,1.025,1.03,0.991,1.021,0.98,20.44,22.35,83.8,50.6,C,Lineup unconfirmed
13,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Away,665953,Andrés Chaparro,Washington Nationals,Atlanta Braves,1B,R,No,,39,89,76,17,5,0,5,16,19,12,1,21,0.224,0.337,0.487,0.824,8,24,22,8,4,0.364,0.1667,14,33,31,10,5,0.323,0.1515,9,9,11.1,55.6,57.1,28.6,14.3,44.4,55.6,40.0,33.3,22.2,11.1,22.2,100.0,86.9,27.8,1.075,69.6,58.5,Average,3.5,Fly Ball Specialist,A-,Elevated power plane,58.5,Average,1.024,Small Statcast sample,0.97,-4.03,Strong negative regression,Average Fly Ball Specialist profile. 11.1% barrel rate; 86.9 mph average exit velocity; 55.6% air-ball rate; 40.0% pull-air rate; 22.2% HR-launch rate.,0.0562,0.0423,4.15,0,0,15.2,0.0,0.0,Very recent HR,656550.0,Grant Holmes,R,RHB vs RHP,20,19,97.1,3.79,1.36,15,1.39,7.67,3.98,1.35,1.046,0.985,1.0,1.024,1.024,0.98,16.42,22.32,61.0,46.9,C-,Lineup unconfirmed
14,2026-07-30,822946,2026-07-30T16:10:00Z,Scheduled,Tropicana Field,Texas Rangers @ Tampa Bay Rays,Away,592626,Joc Pederson,Texas Rangers,Tampa Bay Rays,DH,L,No,,97,328,285,72,11,2,19,45,40,36,3,75,0.253,0.339,0.505,0.844,9,34,34,13,4,0.382,0.1176,18,61,57,17,5,0.298,0.082,32,32,3.1,34.4,38.9,27.8,33.3,21.9,34.4,36.4,40.6,6.2,0.0,6.2,200.0,86.6,19.7,0.592,70.4,26.5,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,26.5,Weak,0.934,Good,1.16,-17.84,Strong negative regression,Weak Contact-First Profile profile. 3.1% barrel rate; 86.6 mph average exit velocity; 34.4% air-ball rate; 36.4% pull-air rate; 6.2% HR-launch rate.,0.0579,0.051,4.15,6,2,15.0,0.4,40.0,Recently homered,663556.0,Shane McClanahan,L,LHB vs LHP,19,19,96.0,3.09,1.14,7,0.66,8.25,3.09,1.35,0.93,0.985,1.0,0.934,0.934,1.0,19.52,22.26,80.3,49.8,C,Lineup unconfirmed
15,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Home,621566,Matt Olson,Atlanta Braves,Washington Nationals,1B,L,No,,108,475,421,111,26,0,28,73,66,49,2,118,0.264,0.341,0.525,0.866,13,59,50,12,3,0.24,0.0508,25,113,98,22,8,0.224,0.0708,27,27,11.1,25.9,69.2,15.4,15.4,14.8,14.8,50.0,25.9,7.4,7.4,7.4,33.3,84.7,24.1,0.774,71.3,39.6,Below Average,2.5,Pull Power,A-,Elevated power plane,39.6,Below Average,0.971,Good,2.41,-25.59,Strong negative regression,Below Average Pull Power profile. 11.1% barrel rate; 84.7 mph average exit velocity; 14.8% air-ball rate; 50.0% pull-air rate; 7.4% HR-launch rate.,0.0589,0.0535,4.09,4,1,15.0,0.27,26.6,Very recent HR,663623.0,Jake Irvin,R,LHB vs RHP,11,11,51.2,5.23,1.35,7,1.22,10.1,3.83,1.047,1.014,1.025,1.03,0.971,1.0,0.98,20.14,21.37,85.0,49.3,C,Lineup unconfirmed
16,2026-07-30,822946,2026-07-30T16:10:00Z,Scheduled,Tropicana Field,Texas Rangers @ Tampa Bay Rays,Home,668723,Ryan Vilade,Tampa Bay Rays,Texas Rangers,RF,R,No,,59,179,159,41,7,1,9,19,35,15,1,38,0.258,0.32,0.484,0.804,7,23,21,5,2,0.238,0.087,11,35,33,6,3,0.182,0.0857,9,9,0.0,11.1,50.0,0.0,50.0,11.1,22.2,100.0,33.3,0.0,0.0,0.0,,78.7,42.0,0.378,76.8,36.7,Below Average,2.5,Pull Power,D,Popup-heavy plane,36.7,Below Average,0.963,Small Statcast sample,0.2,-8.8,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 78.7 mph average exit velocity; 22.2% air-ball rate; 100.0% pull-air rate; 0.0% HR-launch rate.,0.0503,0.0429,4.09,0,0,17.7,0.0,0.0,Very recent HR,668390.0,Cole Winn,R,RHB vs RHP,39,0,35.1,6.11,1.36,7,1.78,9.17,2.55,1.35,1.055,0.985,1.0,0.963,0.963,0.98,16.43,21.28,67.6,45.8,C-,Lineup unconfirmed
17,2026-07-30,823595,2026-07-30T23:10:00Z,Scheduled,Citi Field,Miami Marlins @ New York Mets,Away,691788,Joe Mack,Miami Marlins,New York Mets,C,L,No,,64,205,186,44,6,0,10,27,30,13,2,52,0.237,0.294,0.43,0.724,11,33,31,6,3,0.194,0.0909,21,60,54,11,5,0.204,0.0833,19,19,10.5,42.1,46.2,23.1,30.8,21.1,31.6,50.0,42.1,15.8,10.5,15.8,50.0,85.2,0.5,0.631,65.8,54.4,Average,3.0,Pull Power,D,Ground-ball heavy,54.4,Average,1.012,Small Statcast sample,1.82,-8.18,Strong negative regression,Average Pull Power profile. 10.5% barrel rate; 85.2 mph average exit velocity; 31.6% air-ball rate; 50.0% pull-air rate; 15.8% HR-launch rate.,0.0488,0.0426,4.05,9,4,18.6,0.48,48.4,Recently homered,690997.0,Nolan McLean,R,LHB vs RHP,21,21,119.1,3.32,1.11,11,0.83,10.71,3.24,1.35,0.957,1.025,1.0,1.012,1.012,1.0,16.16,21.18,71.4,45.0,C-,Lineup unconfirmed
18,2026-07-30,823595,2026-07-30T23:10:00Z,Scheduled,Citi Field,Miami Marlins @ New York Mets,Away,681715,Heriberto Hernández,Miami Marlins,New York Mets,LF,R,No,,79,279,253,61,12,1,16,29,43,24,1,73,0.241,0.308,0.486,0.794,12,51,50,13,3,0.26,0.0588,23,90,84,24,8,0.286,0.0889,20,20,10.0,35.0,41.7,33.3,25.0,10.0,25.0,60.0,20.0,15.0,10.0,15.0,100.0,87.7,7.6,0.828,71.4,51.1,Average,3.0,Pull Power,C,Low line-drive plane,51.1,Average,1.003,Good,1.97,-14.03,Strong negative regression,Average Pull Power profile. 10.0% barrel rate; 87.7 mph average exit velocity; 25.0% air-ball rate; 60.0% pull-air rate; 15.0% HR-launch rate.,0.0573,0.0497,4.05,0,0,15.8,0.0,0.0,Very recent HR,690997.0,Nolan McLean,R,RHB vs RHP,21,21,119.1,3.32,1.11,11,0.83,10.71,3.24,1.182,0.957,0.985,1.0,1.003,1.003,0.98,18.66,20.29,79.1,45.7,C-,Lineup unconfirmed
19,2026-07-30,824894,2026-07-30T23:15:00Z,Scheduled,Truist Park,Washington Nationals @ Atlanta Braves,Home,686948,Drake Baldwin,Atlanta Braves,Washington Nationals,C,L,No,,85,379,330,93,7,0,20,59,56,41,7,80,0.282,0.372,0.485,0.857,13,60,51,22,5,0.431,0.0833,25,113,94,33,6,0.351,0.0531,33,33,3.0,27.3,43.8,12.5,43.8,12.1,24.2,37.5,30.3,3.0,3.0,3.0,200.0,82.8,9.7,0.569,72.0,17.9,Weak,1.5,Contact-First Profile,C,Low line-drive plane,17.9,Weak,0.91,Good,0.99,-19.01,Strong negative regression,Weak Contact-First Profile profile. 3.0% barrel rate; 82.8 mph average exit velocity; 24.2% air-ball rate; 37.5% pull-air rate; 3.0% HR-launch rate.,0.0528,0.0478,4.09,19,5,16.5,1.15,115.2,Near normal interval,663623.0,Jake Irvin,R,LHB vs RHP,11,11,51.2,5.23,1.35,7,1.22,10.1,3.83,1.184,1.014,1.025,1.0,0.91,0.91,1.0,18.15,20.14,85.0,49.1,C,Lineup unconfirmed
20,2026-07-30,823023,2026-07-30T18:15:00Z,Scheduled,Busch Stadium,Chicago Cubs @ St. Louis Cardinals,Away,691718,Pete Crow-Armstrong,Chicago Cubs,St. Louis Cardinals,CF,L,No,,108,475,405,115,19,6,24,71,63,55,11,126,0.284,0.382,0.538,0.92,12,57,47,11,3,0.234,0.0526,22,101,81,23,6,0.284,0.0594,34,34,14.7,29.4,53.8,23.1,23.1,17.6,26.5,55.6,29.4,14.7,8.8,14.7,40.0,81.6,23.5,0.812,71.2,52.6,Average,3.0,Pull Power,A-,Elevated power plane,52.6,Average,1.007,Good,3.87,-20.13,Strong negative regression,Average Pull Power profile. 14.7% barrel rate; 81.6 mph average exit velocity; 26.5% air-ball rate; 55.6% pull-air rate; 14.7% HR-launch rate.,0.0505,0.0468,4.31,0,0,16.9,0.0,0.0,Very recent HR,669467.0,Andre Pallante,R,LHB vs RHP,20,20,112.1,3.77,1.21,10,0.8,6.65,2.56,1.076,0.952,1.025,1.03,1.007,1.037,0.98,18.66,19.82,85.0,47.7,C-,Lineup unconfirmed
21,2026-07-30,823271,2026-07-31T01:40:00Z,Scheduled,Petco Park,San Francisco Giants @ San Diego Padres,Home,592518,Manny Machado,San Diego Padres,San Francisco Giants,3B,R,No,,105,446,389,84,18,0,23,56,64,50,0,96,0.216,0.301,0.44,0.741,12,56,49,15,4,0.306,0.0714,23,102,88,27,7,0.307,0.0686,36,36,8.3,30.6,45.0,15.0,40.0,13.9,36.1,30.8,44.4,8.3,0.0,8.3,33.3,86.6,27.0,0.591,72.4,29.5,Weak,2.0,Contact-First Profile,A-,Elevated power plane,29.5,Weak,0.943,Good,2.55,-20.45,Strong negative regression,Weak Contact-First Profile profile. 8.3% barrel rate; 86.6 mph average exit velocity; 36.1% air-ball rate; 30.8% pull-air rate; 8.3% HR-launch rate.,0.0516,0.0474,3.99,8,2,16.9,0.47,47.3,Recently homered,,TBD,,Unknown,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.192,1.0,1.0,1.0,0.943,0.943,1.0,17.62,19.62,75.0,43.3,C-,Probable SP unavailable; Lineup unconfirmed
22,2026-07-30,822946,2026-07-30T16:10:00Z,Scheduled,Tropicana Field,Texas Rangers @ Tampa Bay Rays,Home,691406,Junior Caminero,Tampa Bay Rays,Texas Rangers,3B,R,No,,107,467,407,115,18,1,29,65,65,57,1,85,0.283,0.37,0.545,0.915,13,56,52,16,1,0.308,0.0179,25,108,97,24,6,0.247,0.0556,27,27,3.7,22.2,72.2,11.1,16.7,22.2,37.0,70.0,22.2,0.0,0.0,0.0,0.0,86.2,22.4,0.323,79.2,23.4,Weak,2.0,Pull Power,A-,Elevated power plane,23.4,Weak,0.926,Good,1.09,-27.91,Strong negative regression,Weak Pull Power profile. 3.7% barrel rate; 86.2 mph average exit velocity; 37.0% air-ball rate; 70.0% pull-air rate; 0.0% HR-launch rate.,0.0621,0.0559,4.17,44,11,14.0,3.14,313.5,Very long drought,668390.0,Cole Winn,R,RHB vs RHP,39,0,35.1,6.11,1.36,7,1.78,9.17,2.55,0.856,1.055,0.985,1.03,0.926,0.953,1.06,21.34,19.35,85.0,54.8,C+,Lineup unconfirmed
23,2026-07-30,823271,2026-07-31T01:40:00Z,Scheduled,Petco Park,San Francisco Giants @ San Diego Padres,Away,646240,Rafael Devers,San Francisco Giants,San Diego Padres,1B,L,No,,108,459,411,100,27,1,22,56,60,44,1,126,0.243,0.316,0.474,0.79,12,52,46,9,3,0.196,0.0577,23,100,84,21,7,0.25,0.07,27,27,7.4,44.4,37.5,12.5,50.0,18.5,33.3,22.2,29.6,7.4,0.0,7.4,100.0,88.1,13.7,0.713,70.9,29.7,Weak,2.0,Contact-First Profile,A,Excellent HR swing plane,29.7,Weak,0.943,Good,1.71,-20.29,Strong negative regression,Weak Contact-First Profile profile. 7.4% barrel rate; 88.1 mph average exit velocity; 33.3% air-ball rate; 22.2% pull-air rate; 7.4% HR-launch rate.,0.0479,0.0446,4.05,14,4,18.7,0.75,74.9,Recently homered,676664.0,JP Sears,L,LHB vs LHP,6,5,28.0,3.86,1.18,5,1.61,7.39,2.89,1.167,1.033,0.985,1.0,0.943,0.943,1.0,16.88,18.74,85.0,44.0,C-,Lineup unconfirmed
